name,location,Date,Rating,Review,Image_Links,state,clean_review,review_length,word_count,priority,tolerance,cultural_norm,batch_index,sentiment,aspect,urgency
Bebesh,"San Diego, CA","Reviewed April 20, 2015",1.0,"Service at Birdrock La Jolla Starbucks - Hi guys. I am not a complainer and have been a Starbucks goer for many years. Today I was really put off by how I was treated by the staff. No one looked happy to be there. When I placed an order, I also asked a question about a breakfast sandwich (no one standing in line behind me)... for both things I practicality got an eye roll and a reluctant answer. The sandwich was thrown on the counter in front of me and when I said ""thank you,"" no one even looked up or responded. I would've made my coffee at home for this treatment.",['No Images'],CA,service at birdrock la jolla   hi guys i am not_a complainer and have been a  goer for many years today i was really put off by how i was treated by the staff no_one looked happy to be there when i placed an order i also asked a question about a breakfast sandwich no_one standing in line behind me for both things i practicality got an eye roll and a reluctant answer the sandwich was thrown on the counter in front of me and when i said thank you no_one even looked up or responded i wouldve made my coffee at home for this treatment,535,105,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Positive,Service,Low
gabby,"Bellflower, CA","Reviewed Aug. 2, 2015",2.0,"I ordered a Frappuccino from the Starbucks secret menu . The first I ordered a Java chip Frappuccino with toffee syrup... She asked what size and I told her. Then I ordered a green tea Frappuccino with peppermint. After I finished she said, ""I'm sorry, can you start with the size first,"" and had me order again.",['No Images'],CA,i ordered a frappuccino from the  secret menu  the first i ordered a java chip frappuccino with toffee syrup she asked what size and i told her then i ordered a green tea frappuccino with peppermint after i finished she said im sorry can you start with the size first and had me order again,290,55,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",1.0,Mixed,Product,Medium
Kip,"Vallejo, CA","Reviewed June 27, 2013",1.0,"I want to share with you a story about how Starbucks really feels about you. I am a Starbucks almost daily regular, so much so that they sent me one of their gold cards. I was in the Starbucks in Vallejo, California at the junction of 780 & 80 the Monday before last, waiting in line and another customer came in to the store, who was obviously angry and troubled though I did not know why. I felt that he was on the verge of doing something although I did not know what. One of the counter people then smiled and said something to him, which eased my apprehension for a moment. ",['No Images'],CA,i want to share with you a story about how  really feels about you i am a  almost daily regular so much so that they sent me one of their gold cards i was in the  in vallejo california at the junction of 780  80 the monday before last waiting in line and another customer came in to the store who was obviously angry and troubled though i did not_know why i felt that he was on the verge of doing something although i did not_know what one of the counter people then smiled and said something to him which eased my apprehension for a moment,540,106,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",2.0,Positive,Service,Low
Michele,"Santa Clara, CA","Reviewed Jan. 21, 2008",,No Review Text,['No Images'],CA,no_review text,14,2,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Mixed,Unknown,Medium
Carol,"Brea, CA","Reviewed Feb. 25, 2010",,"I have gone to this location for over 4 years, two to three times a week. Last Tuesday, I had coffee grounds. I did bring it back as I was on the way home, but today my friend and I stopped there to have coffee and muffin and there were a lot of grounds in my cup. I told the help and he gave me another cup. I was drinking it and this pot also had grounds in it, not as much as the other.",['No Images'],CA,i have gone to this location for over 4 years two to three times a week last tuesday i had coffee grounds i did bring it back as i was on the way home but today my friend and i stopped there to have coffee and muffin and there were a lot of grounds in my cup i told the help and he gave me another cup i was drinking it and this pot also had grounds in it not_as much as the other,380,84,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",1.0,Mixed,Unknown,Medium
Mary Cay,"Murrieta, CA","Reviewed Sept. 6, 2017",5.0,"I am always impressed with the customer service at Starbucks. I have always been treated very well at each store I have visited. I enjoy the food too. Most of the time it is very good. Occasionally, some of the bakery items are a bit dry from being exposed to open air.",['No Images'],CA,i am always impressed with the customer service at  i have always been treated very well at each store i have visited i enjoy the food too most of the time it is very good occasionally some of the bakery items are a bit dry from being exposed to open air,254,51,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",2.0,Positive,Service,Low
Alma,"Westminster, CA","Reviewed May 2, 2015",1.0,"Starbucks sent me an email for the happy hour frappuccino. 3pm to 5 pm for everyone and if you're a member, you get an additional hour, which by the way I am. When it came time to pay, I was charged regular price. I said it was not 6 o'clock yet. The cashier told me it was for gold card members only. Nowhere in the email I received said anything about been a gold member only in order to get the extra hour. So I asked them to show me where does it say gold card members only. Unable to prove such thing, they gave me the special. This was the 3rd and last incident I had with Starbucks #6800 at 13102 Goldenwest St Westminster CA. I will not visit them again.",['No Images'],CA,sent me an email for the happy hour frappuccino 3pm to 5 pm for everyone and if youre a member you get an additional hour which by the way i am when it came time to pay i was charged regular price i said it was not_6 oclock yet the cashier told me it was for gold card members only nowhere in the email i received said anything about been a gold member only in order to get the extra hour so i asked them to show me where does it say gold card members only unable to prove such thing they gave me the special this was the 3rd and last incident i had with  6800 at 13102 goldenwest st westminster ca i will not_visit them again,626,128,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Mixed,Unknown,Low
Norma,"La Puente, CA","Reviewed Aug. 15, 2011",1.0,"In the morning of Monday, August 15, 2011, at 6:45 Am, my co-worker and I stopped at Starbucks to buy the usual – one Venti Cafe Frappe and one Venti Cafe Vanilla Frappe. We had to go straight to work because we start at 7:00 AM across the street. We go there at least twice a week for our drinks.",['No Images'],CA,in the morning of monday august 15 2011 at 645 am my coworker and i stopped at  to buy the usual  one venti cafe frappe and one venti cafe vanilla frappe we had to go straight to work because we start at 700 am across the street we go there at least twice a week for our drinks,277,58,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",1.0,Positive,Unknown,Low
Brad,"Elk Grove, CA","Reviewed Aug. 11, 2017",3.0,Starbucks employees that gotten out of hand. They try and act too cool and they think that they're above a lot of people don't like the attitude there. Too pompous and if you're undecided on what to get they don't want to really help you. Understand that they're a busy place but attitude to make a big difference.,['No Images'],CA,employees that gotten out of hand they try and act too cool and they think that theyre above a lot of people dont like the attitude there too pompous and if youre undecided on what to get they dont want to really help you understand that theyre a busy place but attitude to make a big difference,295,57,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",2.0,Negative,Service,Medium
Katie,"San Jose, CA","Reviewed July 7, 2016",1.0,"My child's teacher LOVES Starbucks coffee. So at the end of this school year (2015-2016), on June 2 to be exact, I bought a Starbucks' gift card for my child's teacher. I had asked the cashier to put 100.00 on the gift card. The cashier charged me 200.00 instead. Sadly, I didn't realize it until the following day when I checked my bank account and noticed the amount, at which point, I checked the receipt and surely, it was for 200.00. I then called the store to inform them of the incorrect charge. They were very helpful...but unfortunately, I was doomed because now I had to experience the lovely method of which Starbucks provides customer service via their 800 helpline.",['No Images'],CA,my childs teacher loves  coffee so at the end of this school year 20152016 on june 2 to be exact i bought a  gift card for my childs teacher i had asked the cashier to put 10000 on the gift card the cashier charged me 20000 instead sadly i didnt realize it until the following day when i checked my bank account and noticed the amount at which point i checked the receipt and surely it was for 20000 i then called the store to inform them of the incorrect charge they were very helpfulbut unfortunately i was doomed because now i had to experience the lovely method of which  provides customer service via their 800 helpline,624,117,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Mixed,Unknown,Low
Anony,"Jupiter, FL","Reviewed Dec. 20, 2012",1.0,"If I could give negative stars, I would! I was given a Starbucks card as a gift. What a scam, these ""gift cards"" are! I don't drink coffee, but decided to try to make the best of it and see if there was anything on their website to buy. I figured I'd go ahead and purchase some of their overpriced honey, just to use up the card. But after I went through all of the time and trouble on their unfriendly website to register, register the card, register for the store, etc. and jumped through all of those stupid hoops, I finally got to the checkout. I entered the long card number and pin, and it says cards can't be used right now because the site is down for maintenance. That was at 7pm yesterday. ",['No Images'],FL,if i could give negative stars i would i was given a  card as a gift what a scam these gift cards are i dont drink coffee but decided to try to make the best of it and see if there was anything on their website to buy i figured id go ahead and purchase some of their overpriced honey just to use up the card but after i went through all of the time and trouble on their unfriendly website to register register the card register for the store etc and jumped through all of those stupid hoops i finally got to the checkout i entered the long card number and pin and it says cards cant be used right now because the site is down for maintenance that was at 7pm yesterday,667,134,"convenience, quality","moderate, adaptable","direct, positive",1.0,Negative,Unknown,Medium
stella,"Deerfield Beach, FL","Reviewed Nov. 2, 2015",1.0,"Tried to reload my rewards card. Twice, Starbucks ""declined"" my transactions. Therefore, went to a physical location to reload my account. Moron at the drive-thru ran my card for $50+$9.23=$59.23. Checked my Starbucks account balance. It showed a balance of $40.77. Really? So, I check my bank account to see what the problem was. Bank account shows three separate charges at $50 a piece. Starbucks charged my account +$150 for one stupid, simple transaction.",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_40686_thumbnail.jpg'],FL,tried to reload my rewards card twice  declined my transactions therefore went to a physical location to reload my account moron at the drivethru ran my card for 509235923 checked my  account balance it showed a balance of 4077 really so i check my bank account to see what the problem was bank account shows three separate charges at 50 a piece  charged my account 150 for one stupid simple transaction,403,71,"convenience, quality","moderate, adaptable","direct, positive",2.0,Negative,Unknown,Medium
Sofia,"Miami, FL","Reviewed July 14, 2015",1.0,"I generally receive great service at that Starbucks. Natalie is awesome!! However, this morning I received the worst service from a Starbucks store yet! Scratch that... The worst customer service I've received from anyplace in while. The young boy at the cashier's (Danny **) was extremely rude, sarcastic and refused to accommodate my requests (which is just how I order my drink). Even if he could not accommodate my requests, (though all his coworkers always do) he could have declined in a friendly tone. As a frequent Starbucks customer I explained my concerns to him and that my drink is never a problem at any other stores or even there, when he is not the one at the cashiers- he said he could go get the manager or I could go have a nice day. Even if I were asking for the most difficult drink in the world, his lack of customer service and sarcasm were not appropriate. ",['No Images'],FL,i generally receive great service at that  natalie is awesome however this morning i received the worst service from a  store yet scratch that the worst customer service ive received from anyplace in while the young boy at the cashiers danny  was extremely rude sarcastic and refused to accommodate my requests which is just how i order my drink even if he could not_accommodate my requests though all his coworkers always do he could have declined in a friendly tone as a frequent  customer i explained my concerns to him and that my drink is never a problem at any other stores or even there when he is not_the one at the cashiers he said he could go get the manager or i could go have a nice day even if i were asking for the most difficult drink in the world his lack of customer service and sarcasm were not_appropriate,824,151,"convenience, quality","moderate, adaptable","direct, positive",,,,
Kristen,"Jacksonville, FL","Reviewed Nov. 2, 2008",,No Review Text,['No Images'],FL,no_review text,14,2,"convenience, quality","moderate, adaptable","direct, positive",,,,
joe,"Pensacola, FL","Reviewed July 12, 2014",1.0,"I bought a $10 Starbucks card through Groupon on a promotion. I immediately started receiving Starbucks ads via email. Thus the probable reason for the promotion. But when I went to use it at my nearest Starbucks, located in a Target store, they could not confirm that it existed. I called Starbucks and they confirmed that I had the full amount on the card. They further said that NOT ALL Starbucks accepted the card, especially ones in retail stores. I needed to go to a stand-alone Starbucks to use it or transfer it to an existing card. My nearest stand-alone Starbucks is 24 miles away. While I like Starbucks, although grossly overpriced, this has left a bad taste in my mouth and I will hesitate to visit one in the future. I have already blocked all Starbucks emails.",['No Images'],FL,i bought a 10  card through groupon on a promotion i immediately started receiving  ads via email thus the probable reason for the promotion but when i went to use it at my nearest  located in a target store they could not_confirm that it existed i called  and they confirmed that i had the full amount on the card they further said that not_all  accepted the card especially ones in retail stores i needed to go to a standalone  to use it or transfer it to an existing card my nearest standalone  is 24 miles away while i like  although grossly overpriced this has left a bad taste in my mouth and i will hesitate to visit one in the future i have already blocked all  emails,676,127,"convenience, quality","moderate, adaptable","direct, positive",,,,
Carol,"Orange Park, FL","Reviewed Dec. 19, 2009",,"I ordered a latte and a sandwich. The latte tasted nothing like a peppermint white mocha. It was a bitter mess. They made another one for me. I reached my destination and began to eat my sandwich, and halfway through, I found bits of hair in it. I was disgusted and threw it away. I spend a lot of money at Starbucks, but not anymore.",['No Images'],FL,i ordered a latte and a sandwich the latte tasted nothing like a peppermint white mocha it was a bitter mess they made another one for me i reached my destination and began to eat my sandwich and halfway through i found bits of hair in it i was disgusted and threw it away i spend a lot of money at  but not_anymore,315,63,"convenience, quality","moderate, adaptable","direct, positive",0.0,Negative,Unknown,Medium
Brooklyn,"Longwood, FL","Reviewed June 27, 2022",2.0,"I went to Starbucks today expecting to get what I wanted. I ordered a grande dragon fruit refresher with lemonade and a cheese pastry. THIS LADY WHO WORKS THERE CHARGES ME 11 DOLLARS. The pastry was about 4 dollars in all and on top that she didn’t even get me a grande. She got me A SMALL. So I paid way more than what it was worth. Anddd she didn’t give me receipt so that I couldn't sue her because if I had one I would for sure. This freaking lady had the audacity to rob me of my money and I’ll never forget that and the cheese pastry I got WAS CREAM CHEESE not just “cheese” like it said. I didn’t want cream cheese, I wanted regular cheese. Omg is that literally too much to ask for. So ya Starbucks sucks. Never go there.",['No Images'],FL,i went to  today expecting to get what i wanted i ordered a grande dragon fruit refresher with lemonade and a cheese pastry this lady who works there charges me 11 dollars the pastry was about 4 dollars in all and on top that she didnt even get me a grande she got me a small so i paid way more than what it was worth anddd she didnt give me receipt so that i couldnt sue her because if i had one i would for sure this freaking lady had the audacity to rob me of my money and ill never forget that and the cheese pastry i got was cream cheese not_just cheese like it said i didnt want cream cheese i wanted regular cheese omg is that literally too much to ask for so ya  sucks never go there,691,142,"convenience, quality","moderate, adaptable","direct, positive",1.0,Negative,Unknown,Medium
Danita,"Orlando, FL","Reviewed May 31, 2019",5.0,"This Tuesday I had the most horrible experience with renting a car at the Orlando airport through Orbitz and Alamo. When I stopped at the Starbucks to get something to drink and rethink what I was going to do in my situation I was on the phone with the Orbitz manager who was completely useless and the cashier at the Starbucks in the airport overheard the conversation and decided to be helpful, thoughtful and she saved my faith in humanity!! I was on the phone arguing with the manager at Orbitz and ordered my drink, I went to put my credit card in the machine and she said, ""You’re all good."" I was already upset with everybody else I had ran into so I almost bit her head off thinking she was incompetent for not charging my card. ",['No Images'],FL,this tuesday i had the most horrible experience with renting a car at the orlando airport through orbitz and alamo when i stopped at the  to get something to drink and rethink what i was going to do in my situation i was on the phone with the orbitz manager who was completely useless and the cashier at the  in the airport overheard the conversation and decided to be helpful thoughtful and she saved my faith in humanity i was on the phone arguing with the manager at orbitz and ordered my drink i went to put my credit card in the machine and she said youre all good i was already upset with everybody else i had ran into so i almost bit her head off thinking she was incompetent for not_charging my card,707,135,"convenience, quality","moderate, adaptable","direct, positive",2.0,Negative,Unknown,High
Karen,"Cocoa Beach, FL","Reviewed Aug. 1, 2021",1.0,Order Venti (largest) coffee and get 1/2 a cup. Ordered bagel and looks worse than 5 day old - NOT toasted at all. NOT even warm. Always leave a generous tip and get horrible service. Do NOT go to the Starbucks on 520 at A1A. It's TERRIBLE!!!!,['No Images'],FL,order venti largest coffee and get 12 a cup ordered bagel and looks worse than 5 day old  not_toasted at all not_even warm always leave a generous tip and get horrible service do not_go to the  on 520 at a1a its terrible,220,42,"convenience, quality","moderate, adaptable","direct, positive",,,,
Nildee,"Cocoa, FL","Reviewed Oct. 10, 2022",1.0,"While on vacation, we stopped at this Starbucks on 3388 Poplar Ave. in Memphis Tennessee to use the restroom. By the sink of the women's restroom, there were roaches half dead. In addition to the filthy restroom, everything else inside smelled damp, like old, used towels. You could also not wash your hands with soap because there was no dispenser. There was only one other restroom available which was out of service. Will have to keep my options and eyes open from now on.",['No Images'],FL,while on vacation we stopped at this  on 3388 poplar ave in memphis tennessee to use the restroom by the sink of the womens restroom there were roaches half dead in addition to the filthy restroom everything else inside smelled damp like old used towels you could also not_wash your hands with soap because there was no_dispenser there was only one other restroom available which was out of service will have to keep my options and eyes open from now on,453,81,"convenience, quality","moderate, adaptable","direct, positive",,,,
Donald,"Orlando, FL","Reviewed Nov. 22, 2021",1.0,No Review Text,['No Images'],FL,no_review text,14,2,"convenience, quality","moderate, adaptable","direct, positive",,,,
Serge,"West Palm Beach, FL","Reviewed March 8, 2016",2.0,"More than once, I enjoy a coffee or tea with my wife and children on weekends and after school during the week. Every time I notice tables are not clean. You will see coffee stains, sugar spilled, and straw wrappers. And this is in almost every Starbucks I visit (West Palm Beach Okeechobee near I 95, City Place, PGA at the mall). So one day I sent an email to their customer service department and I got a very polite response with a coupon in the mail the following week. But it never changes, I go back time and time again and there's always the same problem. Starbucks is too busy, they are driven by sales and profits only, a clean space with clean tables seems to be the last of their worries I guess.",['No Images'],FL,more than once i enjoy a coffee or tea with my wife and children on weekends and after school during the week every time i notice tables are not_clean you will see coffee stains sugar spilled and straw wrappers and this is in almost every  i visit west palm beach okeechobee near i 95 city place pga at the mall so one day i sent an email to their customer service department and i got a very polite response with a coupon in the mail the following week but it never changes i go back time and time again and theres always the same problem  is too busy they are driven by sales and profits only a clean space with clean tables seems to be the last of their worries i guess,672,132,"convenience, quality","moderate, adaptable","direct, positive",0.0,Positive,Service,Low
Jacy,"Jacksonville, FL","Reviewed Oct. 28, 2014",2.0,"Thanks to ** the store on Roosevelt Blvd. will not see me twice daily during the work week! ** is so busy trying to play the smartest guy in the room when he really should be concentrating on making the drink orders for his customers correctly! ** claimed he knew how to make my black tea latte .... Wrong!! It is very simple... Awake tea, no sweetener, non-fat milk, and free pour the milk. Well, Mr. ** decides to gives me Earl Grey and uses the spoon to hold back the foam.",['No Images'],FL,thanks to  the store on roosevelt blvd will not_see me twice daily during the work week  is so busy trying to play the smartest guy in the room when he really should be concentrating on making the drink orders for his customers correctly  claimed he knew how to make my black tea latte  wrong it is very simple awake tea no_sweetener nonfat milk and free pour the milk well mr  decides to gives me earl grey and uses the spoon to hold back the foam,448,85,"convenience, quality","moderate, adaptable","direct, positive",1.0,Negative,Wait Time,High
Margaret,"Jacksonville, FL","Reviewed Aug. 18, 2017",4.0,"Their service on the drive thru is usually very slow and what they give you on the sandwiches isn't worth the amount of money they charge, you'd be better served going to McDonald's.",['No Images'],FL,their service on the drive thru is usually very slow and what they give you on the sandwiches isnt worth the amount of money they charge youd be better served going to mcdonalds,177,33,"convenience, quality","moderate, adaptable","direct, positive",2.0,Negative,Service,Medium
Chereece,"Jacksonville, FL","Reviewed Dec. 24, 2017",5.0,The customer service is also great. Will make the coffee as you wish. Even willing to help you decide what you want or try come close. The food is okay. Pastries are Great...,['No Images'],FL,the customer service is also great will make the coffee as you wish even willing to help you decide what you want or try come close the food is okay pastries are great,167,33,"convenience, quality","moderate, adaptable","direct, positive",0.0,Positive,Service,Low
Allison,"Riverview, FL","Reviewed March 18, 2019",1.0,"The drink was completely incorrect. The drink was an entirely different product than what was ordered. It also lacked sugar when the mobile order specified in several places to add sugar. The drink also lacked fruit, even though the order called for it. Also, the drink was filled with ice when it was specified to not have ice. The only thing correct about the drink was the size, which not even this location could mess up. Overall, I would not recommend this store or return.",['No Images'],FL,the drink was completely incorrect the drink was an entirely different product than what was ordered it also lacked sugar when the mobile order specified in several places to add sugar the drink also lacked fruit even though the order called for it also the drink was filled with ice when it was specified to not_have ice the only thing correct about the drink was the size which not_even this location could mess up overall i would not_recommend this store or return,467,82,"convenience, quality","moderate, adaptable","direct, positive",1.0,Negative,Product,High
Diane,"Orange Park, FL","Reviewed April 20, 2009",,"6:39 in the morning, I got the nasty barista. I made the mistake of asking him to make sure the water was hot for the oatmeal. This nasty, young adult got such an attitude with me about how the water is always 200F and it is always hot. The last 3 oatmeals I got from Starbucks were lukewarm and there is never consistency with how much water they add. I thought I would be a team player in these tough times and I have tried to patronize Starbucks because I liked the idea that they provide employee health insurance. After this incident and all I have read here (and waiting for 10 minutes even when you try to alert them that you want Decaf Pike's Peak) is really turning me away from Starbucks. I can very easily go back to Dunkin! I am also shocked that you are supposed to get all three condiments that has never been offered to me.",['No Images'],FL,639 in the morning i got the nasty barista i made the mistake of asking him to make sure the water was hot for the oatmeal this nasty young adult got such an attitude with me about how the water is always 200f and it is always hot the last 3 oatmeals i got from  were lukewarm and there is never consistency with how much water they add i thought i would be a team player in these tough times and i have tried to patronize  because i liked the idea that they provide employee health insurance after this incident and all i have read here and waiting for 10 minutes even when you try to alert them that you want decaf pikes peak is really turning me away from  i can very easily go back to dunkin i am also shocked that you are supposed to get all three condiments that has never been offered to me,797,158,"convenience, quality","moderate, adaptable","direct, positive",2.0,Negative,Service,Medium
Omar,"Jacksonville, FL","Reviewed March 12, 2018",1.0,"I am suffering from a health condition where I cannot have cheese in my sandwich. As Starbucks has no ""no cheese sandwich"" option I usually ask the serving barista to remove the cheese from the sandwich before heating it up. This Starbucks is located in University Blvd W. (32207) at Jacksonville FL. The Barista did not want to remove the cheese and when I asked her nicely to do so she started mocking me like a 6 year old kid (except in a psychotic way). Then to top it all she literally ""destroyed"" my chicken sandwich just because I asked her (nicely) to take the cheese off. ",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_222259_thumbnail.jpg'],FL,i am suffering from a health condition where i cannot have cheese in my sandwich as  has no no_cheese sandwich option i usually ask the serving barista to remove the cheese from the sandwich before heating it up this  is located in university blvd w 32207 at jacksonville fl the barista did not_want to remove the cheese and when i asked her nicely to do so she started mocking me like a 6 year old kid except in a psychotic way then to top it all she literally destroyed my chicken sandwich just because i asked her nicely to take the cheese off,546,103,"convenience, quality","moderate, adaptable","direct, positive",,,,
Jeff,"Jacksonville, FL","Reviewed May 24, 2021",1.0,"I have been a loyal SB Gold Card member for more than 10 years. Each day I buy 2 beverages, and on occasion, food or snack items. On a recent trip to a location in Florida, I ordered a hot coffee and other items. When I picked up the coffee from my car cup holder, the sides of the cup pushed in causing the lid to pop off and the coffee to spill on the center console of my car. Right on top of the technology ball that controls my radio, XM, NAV, cell, and internal features of the car.",['No Images'],FL,i have been a loyal sb gold card member for more than 10 years each day i buy 2 beverages and on occasion food or snack items on a recent trip to a location in florida i ordered a hot coffee and other items when i picked up the coffee from my car cup holder the sides of the cup pushed in causing the lid to pop off and the coffee to spill on the center console of my car right on top of the technology ball that controls my radio xm nav cell and internal features of the car,475,100,"convenience, quality","moderate, adaptable","direct, positive",,,,
Guner,"Miami, FL","Reviewed Jan. 14, 2018",1.0,"Starbucks, 19127 Biscayne Blvd (Aventura), Florida - This place is located in the one of the beautiful locations at Aventura Florida but it is so dirty and nasty. The are never empty the trash outside during the day or clean the place. Complained many times, send to Starbucks letters with pictures attached, asking for action. Nothing been done.","['https://media.consumeraffairs.com/files/cache/reviews/consumeraffairscom_204322_thumbnail.jpeg', 'https://media.consumeraffairs.com/files/cache/reviews/consumeraffairscom_204325_thumbnail.jpeg']",FL,19127 biscayne blvd aventura florida  this place is located in the one of the beautiful locations at aventura florida but it is so dirty and nasty the are never empty the trash outside during the day or clean the place complained many times send to  letters with pictures attached asking for action nothing been done,316,55,"convenience, quality","moderate, adaptable","direct, positive",,,,
Krystallena,"Hollywood, FL","Reviewed Dec. 10, 2013",1.0,"I was burned by hot water from a cup without a lid when I purchased a drink back on August 17, 2013. The Barista who handed me the cup at the register even got the burn spray and bandage for me. In result I had to go to the hospital and incurred a bill. I now have a scar on my left hand and had 1-3 degree burns from this incident. This happened at Store # 7373, 107 e 43rd Street, Space MC-72, New York, NY 212 599 4368.",['No Images'],FL,i was burned by hot water from a cup without a lid when i purchased a drink back on august 17 2013 the barista who handed me the cup at the register even got the burn spray and bandage for me in result i had to go to the hospital and incurred a bill i now have a scar on my left hand and had 13 degree burns from this incident this happened at store  7373 107 e 43rd street space mc72 new york ny 212 599 4368,409,88,"convenience, quality","moderate, adaptable","direct, positive",,,,
Lucie,"Gainesville, FL","Reviewed March 13, 2015",1.0,"I am not sure whether it was the coffee or the oatmeal, but I purchased both 2 days ago and ate them both at the same time. I got it in the morning...that was the first food I had that day. Within 10 minutes or so I began having really bad heartburn (This has never happened before). I felt very sick during the day and had the urge to vomit. It has been 2 days so far, I can feel the acid from my stomach constantly burning my throat. If I eat, I feel like I will vomit. I am very hungry but cannot eat or drink. ",['No Images'],FL,i am not_sure whether it was the coffee or the oatmeal but i purchased both 2 days ago and ate them both at the same time i got it in the morningthat was the first food i had that day within 10 minutes or so i began having really bad heartburn this has never happened before i felt very sick during the day and had the urge to vomit it has been 2 days so far i can feel the acid from my stomach constantly burning my throat if i eat i feel like i will vomit i am very hungry but cannot eat or drink,498,106,"convenience, quality","moderate, adaptable","direct, positive",,,,
Risa,"Hollywood , FL","Reviewed June 28, 2015",1.0,"I asked for the server to steam some milk for the coffee because I hate cold coffee. She asked me if I wanted a latte and I replied ""no"" and that ""I only want enough milk for the coffee."" She asked the manager and the manager stated that I would have to be charged extra for hot milk. So I asked ""is there any way to heat the milk without steaming it?"" And the manager answered ""no."" My husband had already ordered his cappuccino at that time. When I told him what happened he didn't want to stay and he canceled his order.",['No Images'],FL,i asked for the server to steam some milk for the coffee because i hate cold coffee she asked me if i wanted a latte and i replied no and that i only want enough milk for the coffee she asked the manager and the manager stated that i would have to be charged extra for hot milk so i asked is there any way to heat the milk without steaming it and the manager answered no my husband had already ordered his cappuccino at that time when i told him what happened he didnt want to stay and he canceled his order,507,103,"convenience, quality","moderate, adaptable","direct, positive",,,,
Courtney,"Apopka, FL","Reviewed July 16, 2023",5.0,"** at the Starbucks by the fire station on 436 in Altamonte Springs, FL made my day and finally helped me figure out the way to make my drink so I’d love it. She took time out to talk to me for 2 minutes to make my experience better than what I’m used to. It was much appreciated! I’ve had bad experiences one after another at the Starbucks that’s closest to me in my work building with my drinks not being great along with not great customer service from specific baristas. Niko was refreshing to speak to and pleasant. The drink was perfect! Store 11956",['No Images'],FL,at the  by the fire station on 436 in altamonte springs fl made my day and finally helped me figure out the way to make my drink so id love it she took time out to talk to me for 2 minutes to make my experience better than what im used to it was much appreciated ive had bad experiences one after another at the  thats closest to me in my work building with my drinks not_being great along with not_great customer service from specific baristas niko was refreshing to speak to and pleasant the drink was perfect store 11956,523,100,"convenience, quality","moderate, adaptable","direct, positive",0.0,Positive,Service,Low
Doug,"Tallahassee, FL","Reviewed April 15, 2015",1.0,"I was sent an email from Starbucks again for a NEW promotion for Spring For Stars, April 14 - 20. Watch your email for each day's special offer. First offer was 3 bonus stars on any Iced Latte drink. According to Starbucks, ""Use this as many times as you like"". I did use it 3 times throughout the day on April 14th. I got 1 star for each transaction, but NO bonus stars. I called Starbucks at their 800 number and they have no record of this promotion in their database. Yet, I have been sent 3 emails on this promotion. Starbucks gives away FREE education to their employees, BUT does not want to give bonus stars for promotions. Now I see how they are paying for the FREE education.",['No Images'],FL,i was sent an email from  again for a new promotion for spring for stars april 14  20 watch your email for each days special offer first offer was 3 bonus stars on any iced latte drink according to  use this as many times as you like i did use it 3 times throughout the day on april 14th i got 1 star for each transaction but no_bonus stars i called  at their 800 number and they have no_record of this promotion in their database yet i have been sent 3 emails on this promotion  gives away free education to their employees but does not_want to give bonus stars for promotions now i see how they are paying for the free education,630,122,"convenience, quality","moderate, adaptable","direct, positive",1.0,Negative,Unknown,Medium
john,"Fort Lauderdale, FL","Reviewed May 8, 2015",1.0,"Got hired at Starbucks, I was so happy. Then realized 90% of staff was gay, including SM. Was not a problem to me. But then I noticed one of the guys hitting on me, constantly, that's when I decide to tell him I was straight. Well, from then on it was like, the training slowed down, nobody wanted to train me properly, they all passed at it. I started to slack at the register and bar, I was put to clean trash and bathrooms everyday for about 3 weeks straight. When I complained to the SM, she will come up with the most ridiculous explanation.",['No Images'],FL,got hired at  i was so happy then realized 90 of staff was gay including sm was not_a problem to me but then i noticed one of the guys hitting on me constantly thats when i decide to tell him i was straight well from then on it was like the training slowed down nobody wanted to train me properly they all passed at it i started to slack at the register and bar i was put to clean trash and bathrooms everyday for about 3 weeks straight when i complained to the sm she will come up with the most ridiculous explanation,518,103,"convenience, quality","moderate, adaptable","direct, positive",2.0,Negative,Unknown,Low
